,cif,nodes_cansmi,linkers_cansmi,rcsr
9056,hMOF-5037485,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
9057,hMOF-5060893,['[Cu][Cu]'],"['N#Cc1cc(cc(c1C(=O)[O-])C#N)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#Cc1nc(C#N)c(nc1C#N)C#N']",pcu
9058,hMOF-5002905,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#Cc1c(ccc(c1C#N)C(=O)[O-])c1ccc(c(c1)C#N)C(=O)[O-]', 'N#Cc1c(cc(c(c1C#N)C(=O)[O-])C#N)c1ccc(c(c1)C#N)C(=O)[O-]']",pcu
9059,hMOF-5006782,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
9060,hMOF-5039246,['[Zn][Zn]'],"['N#Cc1cc(C#Cc2ccnc(c2C#N)C#N)c(c(n1)C#N)C#N', 'N#CC(=C(C#CC(=O)[O-])C#N)C#CC(=O)[O-]', 'N#Cc1cc(ccc1C#Cc1cc(C#N)c(cc1C#N)C(=O)[O-])C(=O)[O-]']",pcu
9061,hMOF-5059214,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
9062,hMOF-5957,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC(=O)[O-]'],pcu
9063,hMOF-5018699,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N=NC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)N=N)C#CC(=O)[O-])N=N']",pcu
9064,hMOF-5059872,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', 'N=CC=N']",pcu
9065,hMOF-3001180,['[Cu][Cu]'],"['Oc1nccc(c1)C#CC(C#Cc1c(O)cncc1O)(C#Cc1cc(O)ncc1O)C#Cc1ccnc(c1)O', 'Oc1ncc(c(c1)C#CC(C#Cc1cc(O)ncc1O)(C#Cc1ccncc1)C#CC1=CC(=[N]=C([CH]1)O)O)O']",dia
9066,hMOF-5080253,['[Cu][Cu]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'N#CC=CC#N']",pcu
9067,hMOF-7002252,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)C12CC(Br)C(C(C1Br)Br)(C([C]2Br)Br)C(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1)c1nnc(nn1)c1cc(Br)c(cc1Br)C(=O)[O-]', '[O-]C(=O)C12CC(Br)C(C(C1Br)Br)([C]([C]2Br)Br)C(=O)[O-]', '[O-]C(=O)C12CC(Br)C(C(C1)Br)(C(C2)(Br)Br)C(=O)[O-]']",hex
9068,hMOF-19392,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(Br)c(c(c1Br)Br)C#CC(=O)[O-]', 'Brc1cc(ccc1N=Nc1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-]', 'N#Cc1cc(Br)c(c(c1)Br)C#N']",pcu
9069,hMOF-18748,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(c(c1C)C)C#Cc1cc(C)c(c(c1C)C)C(=O)[O-]', 'N#Cc1ccc(c(c1)C)C#N', '[O-]C(=O)C#Cc1ccc(c(c1)C)C#CC(=O)[O-]']",pcu
9070,hMOF-5067962,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C(O)CC(C(C1O)O)(C(C2O)(O)O)C#CC(=O)[O-]', 'N#Cc1ccc(c(c1)O)C#N', '[O-]C(=O)C#Cc1cc(O)c(cc1O)C#CC(=O)[O-]']",pcu
9071,hMOF-7745,[],[],
9072,hMOF-1002039,['[V]'],"['[O-]C(=O)C(=O)OF', '[O]', 'FC1=[C]C=C(C(=C1F)F)c1c(C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])c1ccccc1']",rna
9073,hMOF-6001869,['[V]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",rna
9074,hMOF-5040644,['[Zn][Zn]'],"['N#CC#N', 'CC[CH]OC1=C=C(OC(=O)C#CC#CC(=O)O[C]([CH][CH]C(=C=C(OC(=O)C#CC#CC(=O)O[C]([CH][CH]1)C(=O)[O-])C(=O)[O-])O[CH]CC)C(=O)[O-])C(=O)[O-]']",UNKNOWN
9075,hMOF-5065953,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[CH2]OC(=CC=C=[C](=O)[O-])C#CC(=O)[O-]']",pcu
9076,hMOF-5074481,['[Cu][Cu]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', 'N=CC=N', '[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-]']",pcu
9077,hMOF-3410,['[Zn][O]([Zn])([Zn])[Zn]'],"['Brc1c(cc(c(c1Br)c1c(Br)cc(c(c1Br)Br)C(=O)[O-])Br)c1ccc(c(c1Br)Br)C(=O)[O-]', 'Brc1cc(ccc1N=Nc1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(c(c1Br)Br)c1ccc(cc1Br)C(=O)[O-]']",pcu
9078,hMOF-5006713,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1cc(O)c(c(c1)O)C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
9079,hMOF-7002279,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)C12C3C4[C]1C1(C2C3(C41C(=O)[O-])Br)Br', '[O-]C(=O)c1ccc(cc1Br)c1nnc(nn1)c1ccc(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)C12C3C4C2C2(C1[C]3C42C(=O)[O-])Br', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br']",hex
9080,hMOF-3001052,['[Zn][Zn]'],['N#CC(C#N)(C#N)C#N'],dia
9081,hMOF-5061997,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', 'CN=N']",
9082,hMOF-5051037,['[Zn][Zn]'],"['[Br]', '[O-]C(=O)c1ccc(c(c1Br)Br)C1=N[N]C(=N[N]1)c1cc(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1Br)c1cc(Br)c(c(c1Br)Br)C(=O)[O-]', 'BrC1=NC(=[C]C(=C1)c1cc(Br)nc(c1Br)Br)Br']",pcu
9083,hMOF-5034798,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N=CC(=N)C', '[O-]C(=O)C=CC=C(C(=O)[O-])C']",pcu
9084,hMOF-3000510,[],[],
9085,hMOF-17377,['[Zn][Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'N#N']",
9086,hMOF-5061267,[],[],
9087,hMOF-7435,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br', '[O-]C(=O)c1ccc(c(c1)Br)N=Nc1cc(Br)c(cc1Br)C(=O)[O-]', 'Brc1c(N=Nc2ccc(c(c2)Br)C(=O)[O-])cc(c(c1Br)C(=O)[O-])Br']",pcu
9088,hMOF-5081954,['[Cu][Cu]'],"['BrO[C]1N(C2=CC=C(C=[C]2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Br)Br)c2c3c1=[C]C(=C1c3c(c(c2)Br)C(=O)N([C]1OBr)C1=CC=C(C=[C]1)C(=O)[O-])Br', 'BrO[C]1N(C2=CC=C(C=[C]2)C(=O)[O-])C(=O)c2c3C1=C[C]=c1c3c(cc2Br)c2c3c1cc(Br)c1c3c(c(c2)Br)[C](N(C1=O)C1=CC(=C(C=[C]1)C(=O)[O-])Br)OBr', 'BrOC1=C2[C](Br)C(=c3c4c2c(=C(N1C1=[C]C=NC(=[C]1)Br)OBr)cc(c4c1c2c3ccc3c2c(cc1)c(=O)n(c3OBr)C1=[C]C=NC=C1)Br)Br']",pcu
9089,hMOF-35702,['[Cu][Cu]'],"['Clc1cc(C#Cc2ccnc(c2Cl)Cl)c(c(n1)Cl)Cl', 'Clc1cc(C(=O)[O-])c(c(c1C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl)Cl', '[O-]C(=O)c1ccc(cc1Cl)C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-]']",pcu
9090,hMOF-5070121,['[Cu][Cu]'],"['[O-]C(=O)C=CC(=C(C(=O)[O-])Br)Br', 'N=CC=N', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br']",pcu
9091,hMOF-5064381,['[Cu][Cu]'],"['N=Nc1c(C#Cc2ccc(c(c2)N=N)C(=O)[O-])ccc(c1N=N)C(=O)[O-]', '[NH]N=C(C#CC(=O)[O-])[CH]C#CC(=O)[O-]', 'N=NC1=N[CH]C=C([CH]1)C#CC1=CC(=[N]=C(C1=N[NH])N=N)N=N']",pcu
9092,hMOF-5039980,['[Zn][Zn]'],"['[CH2]OC(=CC=C=[C](=O)[O-])C#CC(=O)[O-]', '[CH2]OC(=CC=[N])C#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
9093,hMOF-5080242,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', 'N=NC1=C2C3=C(C(=CC4=C5N6[C](C(=C1)[C]34)ON([NH])c1c6c([N]NO5)c(c(c1)C(=O)[O-])N=N)N=N)[C]1N(C2=O)c2cc(N=N)c(c(c2[N]NO1)N=N)C(=O)[O-]']",pcu
9094,hMOF-5040798,['[Zn][Zn]'],"['NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
9095,hMOF-5050359,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', 'CCOc1cc(C(=O)[O-])c(c(c1C=Cc1ccc(c(c1)OCC)C(=O)[O-])OCC)OCC']",pcu
9096,hMOF-5018586,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C']",pcu
9097,hMOF-1002762,['[V]'],"['[O]', '[CH]=Cc1c(C(=O)[O-])c2ccc(cc2c(c1[CH])C(=O)[O-])c1ccccc1', '[O-]C(=O)C(=O)[O-]']","UNKNOWN,rna"
9098,hMOF-8139,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C(=O)[O-]']",pcu
9099,hMOF-5054282,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)N)C#CC(=O)[O-]', '[O-]C(=O)c1cc(N)c(cc1N)N1C(=O)c2cc(N)c3c4c2c(C1=O)c(N)c(c4C(=O)N(C3=O)c1c(N)c(N)c(c(c1N)N)C(=O)[O-])N', 'N#Cc1ccc(c(c1N)N)C#N']",pcu
9100,hMOF-34013,['[Cu][Cu]'],"['ON=CC=N', '[O-]C(=O)C1=Cc2c(C=[C]1)cc(c(c2O)O)C(=O)[O-]', '[O-]C(=O)C=[C]C=C(C(=O)[O-])O']",pcu
9101,hMOF-5062028,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', 'NN=NN']",
9102,hMOF-3001066,['[Zn][Zn]'],['N#CC(C#N)(C#N)C#N'],dia
9103,hMOF-33018,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1ccc(c(c1O)O)C#CC(=O)[O-]', '[O-]C(=O)C(=O)[O-]', 'N#Cc1cc(O)c(c(c1O)O)C#N']",pcu
9104,hMOF-5068460,['[Cu][Cu]'],"['N#CC12C(O)CC(CC1O)(C(C2O)(O)O)C#N', '[O-]C(=O)C#CC12CC(O)C(C(C1)O)(CC2O)C#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(O)C(C(C1)(O)O)(CC2O)C#CC(=O)[O-]']",pcu
9105,hMOF-5058809,['[Cu][Cu]'],"['N#CC#N', 'CCc1c(ccc(c1CC)C(=O)[O-])C(=O)[O-]', 'CCc1cc(ccc1C(=O)[O-])C(=O)[O-]']",pcu
9106,hMOF-5042249,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C12[CH]C(Br)(Br)C(C[C]1Br)(C(C2Br)(Br)Br)C(=O)[O-]', 'BrC1CN2[CH][CH]N1C(C2Br)Br']",pcu
9107,hMOF-16935,['[Zn][Zn]'],"['[O-]C(=O)C1=CC(=C([C]=C1Cl)c1ccc(c(c1Cl)Cl)c1ccc(cc1Cl)C(=O)[O-])Cl', 'Clc1nccnc1Cl', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]']",pcu
9108,hMOF-5067203,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
9109,hMOF-5035799,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C1=C[C]=C(C=C1)C1=[C]C=C(C(=C1)F)C(=O)[O-]']",pcu
9110,hMOF-5028762,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)c2c3c1c(Cl)c(Cl)c1c3c(c(c2Cl)Cl)C(=O)N([C]1OCl)C1=[C]C(=C(C=C1)C(=O)[O-])Cl', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
9111,hMOF-27445,['[Cu][Cu]'],"['BrC1=[C]C(=[C][C]=N1)C1=[C]C(=NC(=[C]1)Br)Br', 'BrC1=N[C]=[C]C(=[C]1)C1=[C]C(=NC(=[C]1)Br)Br', '[O-]C(=O)C1=CC=C([C]=[C]1)C1=CC=C([C]=C1Br)C(=O)[O-]', '[O-]C(=O)C1=[C][C]=C(C=C1)C1=CC=C([C]=C1Br)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C1=[C]C(=C(C=C1)C(=O)[O-])Br']",pcu
9112,hMOF-5055830,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C(Br)C(Br)C(C(C1Br)(Br)Br)(CC2(Br)Br)C#CC(=O)[O-]', 'N#CC12CC(Br)(Br)C(CC1(Br)Br)(C(C2(Br)Br)(Br)Br)C#N', 'O=C1N(c2ccc(c(c2)Br)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccc(c(c1)Br)C(=O)[O-]']",pcu
9113,hMOF-5036961,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N=N']",
9114,hMOF-5063493,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
9115,hMOF-18857,['[Zn][Zn]'],"['[O-]C(=O)C1=CC(=C(C(=[C]1)Cl)C#Cc1cc(Cl)c(cc1Cl)C(=O)[O-])Cl', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C#Cc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]', 'Clc1nccc(c1)C#Cc1ccncc1']",pcu
9116,hMOF-5053499,['[Zn][Zn]'],"['Brc1c(cc(c(c1Br)C(=O)[O-])Br)C1=N[N]C(=N[N]1)c1ccc(c(c1)Br)C(=O)[O-]', '[O-]C(=O)C#CC12C3(Br)C4C1(Br)C1(C2(C3(C41C#CC(=O)[O-])Br)Br)Br', 'N#CC12C3(Br)C4C1(Br)C1(C2(C3(C41C#N)Br)Br)Br']",pcu
9117,hMOF-1001795,['[V]O[V]1[O]2[O]1[V]2O[V]'],['[O][C]C([O])([O])[O]'],llj
9118,hMOF-5066142,['[Cu][Cu]'],"['N#CC=C(C#N)O', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
9119,hMOF-5037395,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
9120,hMOF-5066294,['[Cu][Cu]'],"['Cl[C]1[CH]N2[CH]CN1CC2(Cl)Cl', '[O-]C(=O)C12CC(Cl)(Cl)C(C(C1Cl)(Cl)Cl)(CC2(Cl)Cl)C(=O)[O-]', '[O-]C(=O)C12[CH]C(Cl)C([C]([CH]1)Cl)(CC2Cl)C(=O)[O-]']",pcu
9121,hMOF-5053729,['[Zn][Zn]'],"['Brc1nccc(c1)c1nnc(nn1)c1c(Br)cnc(c1Br)Br', '[O-]C(=O)C1=[C]C(=C(C=[C]1)c1nnc(nn1)c1ccc(cc1Br)C(=O)[O-])Br', '[O-]C(=O)C1=[C]C(=C(C(=[C]1)Br)c1nnc(nn1)c1ccc(cc1)C(=O)[O-])Br']",pcu
9122,hMOF-5019524,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl', '[O-]C(=O)C#CC12C3(Cl)C4C1(Cl)C1(C2(C3(C41C#CC(=O)[O-])Cl)Cl)Cl']",pcu
9123,hMOF-3001516,[],[],
9124,hMOF-33180,['[Cu][Cu]'],"['[O-]C(=O)C=[C]C(=O)[O-]', 'ON=N']",
9125,hMOF-5035230,['[Zn][Zn]'],"['N#CC#N', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
9126,hMOF-36407,['[Cu][Cu]'],"['N#CC1=C(Cl)C(=C([C]=C1)C#N)Cl', '[O-]C(=O)C1=[C]c2c3c(=C1)cc(Cl)c1c3c(cc2Cl)cc(c1)C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', 'N#CC1=C[C]=C(C(=C1Cl)Cl)C#N']",pcu
9127,hMOF-5044048,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC12CC(O)(O)C(C(C1O)O)(C(C2O)O)C#N', '[O-]C(=O)C#CC12CC(O)C(C(C1O)O)(C(C2(O)O)(O)O)C#CC(=O)[O-]']",pcu
9128,hMOF-5048195,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC12C3C4C2(C2C1(C3C42C#N)c1ccccc1)c1ccccc1']",pcu
9129,hMOF-31466,['[Cu][Cu]'],"['[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', 'N=CC=N']",pcu
9130,hMOF-5052851,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)c1cc(Cl)c(c(c1Cl)Cl)c1nnc(nn1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-]']",pcu
9131,hMOF-5063467,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",pcu
9132,hMOF-19378,['[Zn][Zn]'],"['N#Cc1ccc(c(c1)Cl)C#N', '[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)N=Nc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]']",pcu
9133,hMOF-5039431,['[Zn][Zn]'],"['FN=N', 'FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])F']",
9134,hMOF-5051991,[],[],
9135,hMOF-5068957,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC12CC(Cl)C(C(C1)Cl)(C(C2Cl)Cl)C#CC(=O)[O-]']",pcu
9136,hMOF-5032346,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'Oc1cc(ccc1N1C(=O)C2=C[C]=c3c4c2c(C1=O)c(O)c(c4c1c2c3=[C]C=C3c2c(cc1)C(=O)N(C3=O)c1cc(O)c(cc1O)C(=O)[O-])O)C(=O)[O-]']",pcu
9137,hMOF-17683,['[Zn][Zn]'],"['N#Cc1ncc(nc1)C#N', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', 'N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]']",pcu
9138,hMOF-5061317,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', 'N#N']",
9139,hMOF-5065616,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'NC(=C(C#CC(=O)[O-])N)C#CC(=O)[O-]']",pcu
9140,hMOF-31146,['[Cu][Cu]'],"['[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]', '[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F', 'Fc1cnccn1']",pcu
9141,hMOF-5049073,['[Zn][Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'N#N', 'Fc1cc(ccc1C=Cc1ccc(cc1F)C(=O)[O-])C(=O)[O-]']",
9142,hMOF-5077489,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC#CC(=O)[O-]', 'N#Cc1cc(cc(c1c1nnc(nn1)c1ccc(c(c1)C#N)C(=O)[O-])C#N)C(=O)[O-]']",pcu
9143,hMOF-3000562,['[Zn][Zn]'],['n1ccc(cc1)C(c1ccncc1)(c1ccncc1)c1ccncc1'],dia
9144,hMOF-1003288,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['CCOc1cc(ccc1C(=O)[O-])C(=O)[O-]', 'CCOc1cc(C(=O)[O-])c(cc1C(=O)[O-])OCC']",bct
9145,hMOF-3001829,['[Cu][Cu]'],"['N#CC(C#N)(C#N)C#N', 'CCOc1nccc(c1)C#CC(C#Cc1cc(OCC)ncc1OCC)(C#CC1=C(OCC)[CH]N=C([C]1OCC)OCC)C#CC1=C(OCC)[CH]N=C([CH]1)OCC']",dia
9146,hMOF-5049470,['[Zn][Zn]'],"['Oc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1)O)C(=O)[O-])O', 'Oc1nccc(c1)N=Nc1ccnc(c1O)O', '[O-]C(=O)C1=C(O)C(=C([C]=C1O)C=[C]c1c(O)cc(c(c1O)O)C(=O)[O-])O']",pcu
9147,hMOF-5063504,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
9148,hMOF-5045640,['[Zn][Zn]'],"['N#CC#N', '[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC12C3(C(=O)[O-])C4C1(C#N)C1(C2(C3(C41)C#N)C#N)C(=O)[O-]']",pcu
9149,hMOF-6001918,['[V]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",rna
9150,hMOF-6001513,['[V]'],"['[O]', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",rna
9151,hMOF-5065855,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
9152,hMOF-3001086,['[Cu][Cu]'],"['Fc1ncc(c(c1)C#CC(C#Cc1c(F)cnc(c1F)F)(C#Cc1cc(F)ncc1F)C#Cc1ccncc1F)F', 'Fc1nccc(c1)C#CC(C#Cc1c(F)cnc(c1F)F)(C#Cc1c(F)cnc(c1F)F)C#Cc1cc(F)nc(c1F)F']",dia
9153,hMOF-5003062,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#Cc1cc(ccc1c1ccc(cc1)C(=O)[O-])c1cc(C#N)c(c(c1C#N)C#N)C(=O)[O-]', 'N#Cc1cc(c(cc1c1ccc(c(c1)C#N)C(=O)[O-])C#N)c1cc(C#N)c(c(c1)C#N)C(=O)[O-]']",pcu
9154,hMOF-5039033,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(Br)c(cc1Br)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)Br)C#CC(=O)[O-]', 'N#CC=C(C#N)Br']",pcu
9155,hMOF-5066581,['[Cu][Cu]'],"['[O-]C(=O)C12CCC(CC1)(C(C2)(F)F)C(=O)[O-]', '[O-]C(=O)C12CC(F)C(CC1F)(C(C2F)F)C(=O)[O-]', 'Fc1ncc(c(c1)C#Cc1c(F)cnc(c1F)F)F']",pcu
9156,hMOF-5022062,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12C(F)C(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)[C]=CC1=C(F)C(=C(C(=[C]1)F)C(=O)[O-])F', '[O-]C(=O)C12CCC(C(C1)F)(C(C2F)(F)F)C(=O)[O-]']",pcu
9157,hMOF-1000496,['[V]'],"['[O]', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C1=[C]C=C([C]=[C]1)C#CC1=[C]C=C(C(=[C]1)Br)C(=O)[O-]', '[O-]C(=O)C1=[C]C=C([C]=[C]1)C#CC1=[C]C(=C(C=[C]1)C(=O)[O-])Br', 'BrBr']",rna
9158,hMOF-6003062,['[V]'],"['[O]', 'CCc1c(CC)c(cc2c1ccc1c2c(CC)cc2c1cc(cc2CC)C(=O)[O-])C(=O)[O-]', 'CCC12C3C4C2(C2(C1C3(C42CC)C(=O)[O-])CC)C(=O)[O-]']",rna
9159,hMOF-1002765,['[V]'],"['[O]', '[O-][C]=O', 'C[C]([O])[O]', 'CCOc1cc([O])c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cc(cc1)O[CH2]']",cpf
9160,hMOF-5040916,['[Zn][Zn]'],"['N#CC#CC#N', 'N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
9161,hMOF-5035788,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
9162,hMOF-5034522,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'Brc1cncc(c1N=Nc1c(Br)cnc(c1Br)Br)Br', '[O-]C(=O)c1ccc(cc1Br)N=Nc1ccc(c(c1)Br)C(=O)[O-]']",pcu
9163,hMOF-1003092,['[V]'],"['[O]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1c(c2)C)cc(c(c3C)C)C(=O)[O-]', '[O-]C(=O)C(=O)[O-]']",rna
