,cif,nodes_cansmi,linkers_cansmi,rcsr
10357,hMOF-5010008,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C=C(C(=O)[O-])O'],pcu
10358,hMOF-5051864,['[Zn][Zn]'],"['N=N', '[O-]C(=O)c1ccc(c(c1F)F)c1nnc(nn1)c1c(F)cc(c(c1F)F)C(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])F']",
10359,hMOF-20779,['[Zn][Zn]'],"['[O-]C(=O)C=CC=CC(=O)[O-]', 'Clc1cnc2c(n1)C(C2)Cl', 'ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]']",pcu
10360,hMOF-5065037,['[Cu][Cu]'],"['[CH2]OC(=CC=[N])C#N', '[CH2]OC(=CC=C=[C](=O)[O-])C#CC(=O)[O-]', '[CH2]OC(=C(C=C=[C](=O)[O-])OC)C#CC(=O)[O-]']",pcu
10361,hMOF-5070301,['[Cu][Cu]'],"['[O-]C(=O)C12C3C4C2(C2([C]1C3(C42C(=O)[O-])F)F)F', 'FC1=Cc2c(C=[C]1)c(ccc2C(=O)[O-])C(=O)[O-]', 'Fc1nc2c(nc1F)c(F)cc(c2F)F']",pcu
10362,hMOF-5004194,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C=C(C(=O)[O-])O', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
10363,hMOF-4000397,['[Cu][Cu]'],"['O', 'CCOc1cc2cc3c(C(=O)[O-])c(OCC)c(c4c3c3c2c2c1cc1c(C(=O)[O-])c(OCC)c(c5c1c2c1c3c(c4)c(c(c1c5)O[CH2])OCC)C(=O)[O-])C(=O)[O-]', 'CCOc1c(OCC)c2cc3c(cc(c4c3c3c2c2c1cc1c(cc(c5c1c2c1c3c(c4)c(cc1c5)O[CH2])[C]([O])[O])C(=O)[O-])C(=O)[O-])C(=O)[O-]', 'CCOc1cc2cc3c(C(=O)[O-])c(OC[CH2])c(c4c3c3c2c2c1c(O[CH2])c1c5c2c2c3c(c4)ccc2cc5c(c(c1[C][O])O[C]C)C(=O)[O-])C(=O)[O-]', 'CCOc1c([O])c2cc3c(C(=O)[O-])c(OCC)c(c4c3c3c2c2c1c(OCC)c1c5c2c2c3c(c4)ccc2c(c5c(c(c1C(=O)[O-])O[C]C)[C][O])O[CH2])C(=O)[O-]', 'CCOc1c(C(=O)[O-])c2cc3cc(OCC)c4c5c3c3c2c(c1C(=O)[O-])cc1c3c2c5c3c(c4)c(cc(c3c(c2cc1O[CH2])OCC)C(=O)[O-])[C]([O])[O]', 'CCOc1cc2c(OCC)c3c(cc(c4c3c3c2c2c1cc1c(cc(c5c1c2c1c3c(c4)c(c(c1c5)OCC)OCC)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]']",nbo
10364,hMOF-5050312,['[Zn][Zn]'],"['[O-]C(=O)c1ccc(cc1N)C=Cc1ccc(c(c1)N)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N']",pcu
10365,hMOF-5079306,['[Cu][Cu]'],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)C=CC(=O)O', 'CCCOc1nccc(c1)N1C(=O)C2=c3c(C1=O)c(OC[CH2])cc1c3=C(C=[C]2)C(=O)N(C1=O)c1ccnc(c1OCCC)O[CH]CC']","pcu,sql"
10366,hMOF-9649,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOc1cc(ccc1N=Nc1ccc(cc1OCCC)C(=O)[O-])C(=O)[O-]', 'CCCOc1cc2c(cc1C(=O)[O-])ccc(c2OCCC)C(=O)[O-]', 'CCCOc1cc(C(=O)[O-])c(cc1N=Nc1c(OCCC)cc(cc1OCCC)C(=O)[O-])OCCC']",pcu
10367,hMOF-35562,['[Cu][Cu]'],"['N#N', '[O-]C(=O)C1=[C]c2c(C=[C]1)ccc1c2[C]=[C]C(=C1C(=O)[O-])Cl', '[O-]C(=O)C#CC(=O)[O-]']",
10368,hMOF-5026344,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(F)c(c(c1F)F)C(=O)[O-])F)F', '[O-]C(=O)c1ccc(c(c1)F)c1nnc(nn1)c1cc(F)c(cc1F)C(=O)[O-]', 'Fc1cc(ccc1c1nnc(nn1)c1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-]']",pcu
10369,hMOF-6003769,['[V]'],"['FC(=Cc1ccc(cc1)C(=O)[O-])c1cc(F)c(c(c1F)F)C(=O)[O-]', 'FC(=Cc1cc(F)c(c(c1F)F)C(=O)[O-])c1ccc(c(c1F)F)C(=O)[O-]', '[O]']",rna
10370,hMOF-33346,['[Cu][Cu]'],"['N#Cc1c(C#N)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-]', 'N#Cc1cc2cc(cc(c2c(c1C(=O)[O-])C#N)C#N)C(=O)[O-]', 'N#Cc1nc(C#N)c(nc1C#N)C#N']",pcu
10371,hMOF-7002009,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(c(c1c1ccccc1)c1ccccc1)C#Cc1ccc(cc1c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1c1ccccc1)C1=CC([CH]C=C1)C1[CH]C=C(C=C1)c1cccc(c1c1ccccc1)C(=O)[O-])C1=CC=CC([CH]1)C1C=C[CH]C(=C1)c1cc(cc(c1)c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1cc(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1nnc(nn1)c1ccc(cc1c1ccccc1)C(=O)[O-]']","hex,pcu"
10372,hMOF-5027873,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(OC)c(c(c1)OC)C(=O)[O-]', 'COC(=C(C(=O)[O-])OC)C=CC(=O)[O-]', '[CH2]OC(=C(C([O])[O])OC)C=CC(=O)[O-]']","pcu,sql"
10373,hMOF-5028689,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCc1cc(cc(c1C(=O)[O-])CC)N1C(=O)c2cc(CC)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])CC', 'CCc1c(CC)c2-c3cc(ccc3C=[C]c2c2c1c(CC)c(CC)c(c2)C(=O)[O-])C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(cc1N1[C]=c2c(CC)c(CC)c3c4c2c(C1=O)cc(c4=[C]N([C]3)c1c(CC)cc(c(c1CC)CC)[C][O])CC)CC', '[O]']","pcu,sql"
10374,hMOF-5071508,['[Cu][Cu]'],"['N#N', 'CCC12C3C4C2(C2(C1C3(C42)C#CC(=O)[O-])CC)C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",
10375,hMOF-5053464,['[Zn][Zn]'],"['Fc1ncc(c(c1)c1nnc(nn1)c1c(F)c(F)nc(c1F)F)F', '[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])F)F', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])F)F']",pcu
10376,hMOF-6004607,['[V]'],"['[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-]', '[O]']",rna
10377,hMOF-5055750,['[Zn][Zn]'],"['ClO[C]1N(C2=[C]C(=C(C=[C]2)C(=O)[O-])Cl)C(=c2c3c1ccc1c3c(c(c2)Cl)c(=O)n(c1OCl)C1=[C]C(=C(C=C1)C(=O)[O-])Cl)OCl', '[O-]C(=O)C12C(Cl)CC(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C(=O)[O-]', 'ClO[C]1N(C2=[C]C=NC(=C2)Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2)C(=O)N(C1=O)c1ccnc(c1)Cl']",pcu
10378,hMOF-32219,[],[],
10379,hMOF-5007478,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=NC(=CC(=O)[O-])C=CC(=O)[O-]', 'N=NC(=CC=CC(=O)[O-])C(=O)[O-]', 'N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
10380,hMOF-5031192,[],[],
10381,hMOF-4000358,[],[],
10382,hMOF-16136,['[Zn][O]([Zn])([Zn])[Zn]'],"['COC(=CC(=O)[O-])C(=O)[O-]', 'COc1c(OC)c(cc2c1c(OC)c(OC)c1c2ccc2c1cc(cc2OC)C(=O)[O-])C(=O)[O-]', '[CH2]OC(=C(C([O])[O])OC)C(=O)[O-]']",pcu
10383,hMOF-5059684,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'Nc1cncc(c1N=Nc1c(N)cnc(c1N)N)N']",pcu
10384,hMOF-5007281,['[Zn][O]([Zn])([Zn])[Zn]'],"['OC(=C(C(=O)[O-])O)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', 'OC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
10385,hMOF-5064094,['[Cu][Cu]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', 'N#Cc1ccc(cc1)C#N']",pcu
10386,hMOF-7000559,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['CCOc1cc(ccc1C#Cc1c(OCC)cc(c(c1OCC)OCC)C(=O)[O-])C(=O)[O-]', 'CCOC(=C(C#CC(=O)[O-])OCC)C#CC(=O)[O-]', 'CCOc1cc(cc(c1[O])OOc1cc(O[CH2])c(cc1O)C(=O)[O-])C(=O)[O-]']",pcu
10387,hMOF-19875,['[Zn][Zn]'],"['CCOc1c(C#N)cc(c(c1OCC)C#N)OCC', 'CCOC1=CC2=C(C([CH]1)(OCC)C(=C=c1ccc(=C=C(C3(C=C(c4c(cc2c(c4)C(=O)[O-])C(=O)[O-])[CH]C(=C3)OCC)OCC)C(=O)[O-])cc1OCC)C(=O)[O-])OCC']",sql
10388,hMOF-5079195,[],[],
10389,hMOF-5056741,['[Zn][Zn]'],"['CCOc1c(OCC)c(C(=O)[O-])c2c(c1C(=O)[O-])C(C2(OCC)O[CH]C)OCC', 'CCOc1cc(c(cc1C(=O)[O-])OCC)N1[C]c2c(OCC)c(O[CH2])c3c4c2c(C1=O)cc(c4c1c2c3cc(OCC)c3c2c(cc1)C(=O)N(C3=O)c1cc(OCC)c(cc1OCC)C(=O)[O-])OCC', 'CCOC1C(OC)c2c1nccn2']",pcu
10390,hMOF-24401,['[Zn][Zn]'],"['[O][C]c1cc(C)c(c2c1c(C)ccc2C)[C][O]', 'Cc1cc2c(C(=O)[O-])c(C)cc(c2cc1C)C(=O)[O-]', 'Cc1cnc2c(n1)cc(c(c2)C)C', '[O]']",pcu
10391,hMOF-5071400,['[Cu][Cu]'],"['c1cnc2c(n1)CC2', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]']",pcu
10392,hMOF-5050050,['[Zn][Zn]'],"['Fc1c(F)c(C(=O)[O-])c(c2c1ccc1c2ccc2c1c(F)c(c(c2)F)C(=O)[O-])F', '[O-]C(=O)c1ccc(c(c1)F)C=Cc1c(F)cc(cc1F)C(=O)[O-]', 'Fc1ncc2=c3c(F)c(F)c4=C(F)C=N[C]=c4c3=[C]C=c2c1F']",pcu
10393,hMOF-5004246,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'CC[CH]OC(=CC([O])[O])C(=O)[O-]']",pcu
10394,hMOF-5009934,[],[],
10395,hMOF-5074954,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'ClC1=NC(=[C]C(=C1)C=[C]c1cc(Cl)nc(c1)Cl)Cl', 'Clc1cc(ccc1[C]=Cc1ccc(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]']",pcu
10396,hMOF-5009381,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12CC(F)C(C(C1F)(F)F)(C(C2(F)F)(F)F)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)F)(C(C2F)(F)F)C(=O)[O-]', 'Fc1c(cc(c(c1F)c1c(F)cc(c(c1F)F)C(=O)[O-])F)c1cc(F)c(c(c1)F)C(=O)[O-]']",pcu
10397,hMOF-7002283,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['Cc1c(ccc(c1C)C(=O)[O-])c1nnc(nn1)c1c(C)c(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)C12C3(C)C4C1(C)C1(C2(C3(C41C(=O)[O-])C)C)C', '[O-]C(=O)C12C3C4C2(C2([C]1C3(C42C(=O)[O-])C)C)C', '[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])C)C']",hex
10398,hMOF-10259,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C1=CC=C([C]=C1)C1=CC=C(C(=[C]1)F)C(=O)[O-]', '[O-]C(=O)c1c(F)cc(c2c1cccc2F)C(=O)[O-]', 'FC1=CC(=C([C]=C1C1=[C]C=C(C(=C1)F)C(=O)[O-])F)C(=O)[O-]']",pcu
10399,hMOF-5056762,['[Zn][Zn]'],"['BrOC1=C2[CH]C=c3c4=C2C(=C(N1C1=[C]C(=NC(=[C]1)Br)Br)OBr)C=[C]c4c1c2c3C=C(Br)[C]3c2c(c(c1)Br)[C](N(C3=O)C1=CC=NC=[C]1)OBr', '[O-]C(=O)C#CC(=O)[O-]', 'BrO[C]1N(C2=CC(=C(C=[C]2)C(=O)[O-])Br)C(=O)C2=C3C1=C[C]=c1c3c([C]=C2)c2c3c1cc(Br)c1c3c(c(c2)Br)C(=O)N(C1=O)c1ccc(c(c1)Br)C(=O)[O-]']",pcu
10400,hMOF-6001595,['[V]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O]']",rna
10401,hMOF-25406,['[Zn][Zn]'],"['[O-]C(=O)C1=C(Br)[C]=C2C(=C1)C1=C(Br)[C]=CC(=C1[C]=C2)C(=O)[O-]', '[O-]C(=O)C=[C]C=[C]C(=O)[O-]', 'N=CC(=N)Br']",pcu
10402,hMOF-20604,['[Zn][Zn]'],"['n1ccncc1', '[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])Cl']",pcu
10403,hMOF-5039504,['[Zn][Zn]'],"['[O-]C(=O)C#CC=C(c1ccccc1)C#CC(=O)[O-]', 'N=N', '[O-]C(=O)C(=CC(=O)O)C1=CC=[C]C=C1']",
10404,hMOF-7436,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c(c1)Br)N=Nc1cc(Br)c(cc1Br)C(=O)[O-]', '[O-]C(=O)C=C(C=C(C(=O)[O-])Br)Br', 'Brc1c(N=Nc2ccc(c(c2)Br)C(=O)[O-])cc(c(c1Br)C(=O)[O-])Br']",pcu
10405,hMOF-23120,['[Zn][Zn]'],"['N#Cc1cc2c(cc1C(=O)[O-])c(C#N)c(c(c2C#N)C(=O)[O-])C#N', 'N#N', '[O-]C(=O)C#CC(=O)[O-]']",
10406,hMOF-5031729,['[Zn][O]([Zn])([Zn])[Zn]'],"['Fc1cc(cc(c1N1C(=O)c2ccc3c4c2c(C1=O)c(F)cc4c1c2c3cc(F)c3c2c(cc1)C(=O)N(C3=O)c1c(F)cc(cc1F)C(=O)[O-])F)C(=O)[O-]', 'Fc1cc2c(C(=O)[O-])c(F)cc(c2cc1F)C(=O)[O-]', 'FOC(=O)c1cc(F)c(c2c1[C]=CC(=C2F)F)C(=O)[O-]']",pcu
10407,hMOF-35217,[],[],
10408,hMOF-5048756,['[Zn][Zn]'],"['[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])O)O)O)O', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O', 'N#CC12C3C4(C2C2(C1C3(C42C#N)O)O)O']",pcu
10409,hMOF-5075469,['[Cu][Cu]'],"['Clc1cc(ccc1[C]=Cc1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', 'ClC12N3C4C1N1C2(C3C41)Cl', '[O-]C(=O)c1ccc(cc1)C=Cc1ccc(c(c1)Cl)C(=O)[O-]']",pcu
10410,hMOF-5025128,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'Cc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(C)c(c(c1C)C)C(=O)[O-])C)C']",pcu
10411,hMOF-28937,['[Cu][Cu]'],"['BrC1=CC(=[C]C=N1)C1=[C]C=NC=C1Br', 'Brc1cc(ccc1C#Cc1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-])C(=O)[O-]', 'Brc1cc(cc(c1C#Cc1ccc(c(c1)Br)C(=O)[O-])Br)C(=O)[O-]', 'BrC1=NC=[C]C(=C1)C1=[C]C=NC=C1Br']",pcu
10412,hMOF-6002543,"['[V]', '[O][V]O[V]']","['[O-]C(=O)C#CC12CC(F)C(C(C1)F)(C(C2F)F)C#CC(=O)[O-]', 'Fc1cccc(c1)C(=O)[O-]', 'FC1C(F)C2(CCC1(C#CC(=O)[O-])C(C2F)F)C#CC(=O)[O-]', '[O]', '[O-]C(=O)C(=O)[O-]']",
10413,hMOF-21766,['[Zn][Zn]'],"['CCc1cc(C#CC(=O)[O-])cc(c1C#CC(=O)[O-])CC', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', 'CCC(=NCC)C(=NCC)CC']",pcu
10414,hMOF-5061869,[],[],
10415,hMOF-10534,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc(O)c(c2c1cccc2O)C(=O)[O-]', 'OOC(=O)c1c(O)cc(c2c1[C]=CC=C2)C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",pcu
10416,hMOF-5006298,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C(C)C2(C)C)C(=O)[O-]', 'CC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]']",pcu
10417,hMOF-5083102,['[Cu][Cu]'],"['CCc1cc(ccc1c1nnc(nn1)c1c(CC)cc(cc1CC)C(=O)[O-])C(=O)[O-]', 'CCc1ncc(c(c1)N1[C]c2c(CC)cc3=c4cc(CC)c5=[C]N([C]=C6c5c4[C](C4=c3c2[C](C1=O)C(=C4)CC)[C]=C6)c1c(CC)cncc1CC)CC', 'CCc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1cc(CC)c(cc1CC)C(=O)[O-])CC']",pcu
10418,hMOF-5081601,['[Cu][Cu]'],"['Oc1cc(C(=O)[O-])c(cc1C#Cc1cc(O)c(c(c1O)O)C(=O)[O-])O', 'OC1=[N]=C(O)C(=C([C]1O)C#Cc1ccncc1O)O', 'OO[C]1N(C2=CC=C(C=[C]2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(cc2)c2c3c1c(O)cc1c3c(c(c2)O)C(=O)N([C]1OO)C1=[C]C=C(C=C1)C(=O)[O-]']",pcu
10419,hMOF-9285,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)Br)C#CC(=O)[O-]', '[O-]C(=O)c1cc2ccc(c(c2c(c1Br)Br)Br)C(=O)[O-]']",pcu
10420,hMOF-5062886,[],[],
10421,hMOF-8479,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c(c1O)O)N=Nc1c(O)cc(c(c1O)O)C(=O)[O-]', '[O-]C(=O)C(=O)[O-]', 'Oc1cc(C(=O)[O-])c(c(c1N=Nc1ccc(cc1)C(=O)[O-])O)O']",pcu
10422,hMOF-5074740,['[Cu][Cu]'],['COc1cc2c(C(=O)[O-])c(OC)cc(c2cc1[O])C(=O)[O-]'],pcu
10423,hMOF-5021625,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'ClC(=Cc1ccc(cc1)C(=O)[O-])c1ccc(c(c1Cl)Cl)C(=O)[O-]']","UNKNOWN,pcu"
10424,hMOF-14433,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1Cl)C(=O)[O-]', 'Clc1cc(C(=O)[O-])c(cc1C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)c(Cl)c(c4c(c(c3Cl)C(=O)[O-])Cl)Cl']",pcu
10425,hMOF-5079750,['[Cu][Cu]'],"['BrO[C]1N(C2=CC=C(C(=[C]2)Br)C(=O)[O-])C(=O)[C]2c3c1cc(Br)c1=C(OBr)N([C](C(=c31)C(=C2Br)Br)OBr)C1=[C]C=C(C=[C]1)C(=O)[O-]', 'BrOC(=O)c1cc(Br)cc2c1[C]=CC1=C2[C]=C(C(=C1Br)Br)C(=O)[O-]', 'Brc1ncc2c(c1)ccc1c2c(Br)cc(n1)Br']",pcu
10426,hMOF-14213,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC(=O)[O-]', 'CCc1c(cc2c3c1ccc1c3c(cc2)c(c(c1CC)C(=O)[O-])CC)C(=O)[O-]']",pcu
10427,hMOF-7003186,[],[],
10428,hMOF-5004930,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc2cc(ccc2c(c1C(=O)[O-])C#N)C(=O)[O-]', 'N#Cc1c(cc2c(c1C#N)c(C#N)c(c(c2)C#N)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
10429,hMOF-1000423,['[V]'],"['N#Cc1cc(ccc1C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=C[C]=CC=C1', '[O]', 'N#Cc1ccc(c(c1C(=O)[O-])C#N)C#N', 'N#Cc1cc(ccc1C#Cc1c([C][NH])cc(cc1C#N)C(=O)[O-])C(=O)[O-]']",
10430,hMOF-5054627,['[Zn][Zn]'],"['[CH2]OOc1c(O)c2C(=O)N(c3cc(OC)c(c(c3OC)OC)C(=O)[O-])C(=O)c3c2c2c1C(=O)N(c1c(OC)cc(c(c1OC)OC)C(=O)[O-])C(=O)c2c(c3)OC', 'N=N', 'COC(=C(C(=O)[O-])[O])C(=O)[O-]']",
10431,hMOF-5074456,[],[],
10432,hMOF-5009802,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1c(C#Cc2ccc(c(c2)C#N)C(=O)[O-])ccc(c1C#N)C(=O)[O-]', 'N#CC1CC2(C(=O)[O-])C(C(C1(CC2(C#N)C#N)C(=O)[O-])C#N)C#N', 'N#Cc1cc(C(=O)[O-])c(cc1C#Cc1cc(C#N)c(cc1C#N)C(=O)[O-])C#N']",pcu
10433,hMOF-5047074,['[Zn][Zn]'],"['[O-]C(=O)C=CC(=O)[O-]', 'CN=N', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])C)C)C']",
10434,hMOF-5020305,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1O)O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1O)C=Cc1ccc(c(c1)O)C(=O)[O-]', '[O-]C(=O)C#Cc1cc(O)c(c(c1O)O)C#CC(=O)[O-]']",pcu
10435,hMOF-6004541,['[V]'],"['N#Cc1cc(ccc1C1=N[N]C(=N[N]1)c1cc(C#N)c(cc1C#N)C(=O)[O-])C(=O)[O-]', 'N#Cc1cc(cc2c1c(C#N)c(cc2)C(=O)[O-])C(=O)[O-]', '[O]']",rna
10436,hMOF-5049771,['[Zn][Zn]'],"['[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-]', 'Fc1ncc2c(c1)cncc2F', 'FC(=Cc1cc(F)c(cc1F)C(=O)[O-])c1ccc(c(c1)F)C(=O)[O-]']",pcu
10437,hMOF-5068701,['[Cu][Cu]'],"['[O-]C(=O)C#CC12CC(F)C(CC1F)(C(C2F)F)C#CC(=O)[O-]', 'Fc1cc2c(F)nc(c3c2c2c1cncc2cc3F)F', '[O-]C(=O)c1cc2ccc3c4c2c(c1)c(F)c(c4cc(c3F)C(=O)[O-])F']",pcu
10438,hMOF-34908,['[Cu][Cu]'],"['Cc1cnccn1', '[O-]C(=O)c1cc(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]']",pcu
10439,hMOF-5059802,['[Cu][Cu]'],"['[O-]C(=O)C=[C]C(=O)[O-]', 'N#CC#N', 'CCC(=C(C(=O)[O-])CC)C(=O)[O-]']",pcu
10440,hMOF-5049714,['[Zn][Zn]'],"['FC(=Cc1ccc(cc1)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-]', 'FC(=Cc1cc(F)c(c(c1)F)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', 'FC1=NC(=[C]C(=C1)C=[C]c1cc(F)nc(c1F)F)F']",pcu
10441,hMOF-30481,['[Cu][Cu]'],"['N=N', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]']",
10442,hMOF-19861,['[Zn][Zn]'],['N#Cc1ccc(c(c1)O)C#N'],sql
10443,hMOF-5074730,[],[],
10444,hMOF-34720,['[Cu][Cu]'],['N#CC(=C(C(=O)[O-])C#N)C=CC(=O)[O-]'],pcu
10445,hMOF-5057114,['[Zn][Zn]'],"['O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1', '[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]']",pcu
10446,hMOF-5020549,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1Cl)[C]=[C]c1ccc(c(c1Cl)Cl)C(=O)[O-]', 'Clc1c(N=Nc2ccc(c(c2)Cl)C(=O)[O-])c(Cl)c(c(c1Cl)C(=O)[O-])Cl', 'Clc1cc(C(=O)[O-])c(cc1N=Nc1c(Cl)cc(cc1Cl)C(=O)[O-])Cl']",pcu
10447,hMOF-5040621,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', 'COC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
