,cif,nodes_cansmi,linkers_cansmi,rcsr
7738,hMOF-5044711,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1ccc(c(c1)Cl)C#CC(=O)[O-]', 'N#Cc1cc(Cl)c(cc1Cl)C#N', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])Cl)Cl']",pcu
7739,hMOF-5018864,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
7740,hMOF-35404,[],[],
7741,hMOF-5040269,['[Zn][Zn]'],"['Brc1ncc2c(c1)ccc1c2cccn1', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)C1=[C]c2c(C=C1Br)c(Br)c(c1c2cccc1C(=O)[O-])Br']",pcu
7742,hMOF-5041926,['[Zn][Zn]'],"['[O-]C(=O)C12CC(F)C(C(C1F)(F)F)(C(C2(F)F)F)C(=O)[O-]', 'Fc1ccc2c(c1F)nccn2', 'FOC(=O)c1c(F)cc(c2c1[C]=C(F)C=C2)C(=O)[O-]']",pcu
7743,hMOF-1002746,['[V]'],"['N#Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])C=CC2C1N2[C]C(=C(C(=O)[O-])C#N)C=C(C(=O)[O-])C#N', '[O]']","ERROR,UNKNOWN"
7744,hMOF-5045103,['[Zn][Zn]'],"['OC(=NO)C=N', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])O)O)O', '[O-]C(=O)[C]=CC(=[C]C(=O)[O-])O']",pcu
7745,hMOF-36358,['[Cu][Cu]'],"['N#N', '[O-]C(=O)c1cc2ccc3c4c2c(c1c1ccccc1)ccc4cc(c3c1ccccc1)C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",
7746,hMOF-21661,['[Zn][Zn]'],"['N#N', 'CCC(=CC=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']",
7747,hMOF-1004614,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)C=CC(=O)[O-]', 'N#CC(=CC(=O)[O-])C(=O)[O-]', 'N#CC12C(=CC=C3[C]1[N]12[C]2C41[C]1[N]54C4[C]5C56[C][N]N([C]3)C(=[N])C3=C7C8=C9C%10%11[N]2(C3%10)C1%11[CH]C(=C9[C][N]N1[N][C]C23C9(C%10=C(C6(C=C4C(=O)[O-])N5%10)N29)[CH]C(=C[C]3[C]2[C]([N]34C5([C]7C=C([CH]C45)C(=O)[O-])C3[CH]8)[N]32C2[C]3[C]([C]1)C=C[C]2C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]', 'N#CC(=C(C(=O)[O-])C#N)C(=O)[O-]']",hex
7748,hMOF-5035247,['[Zn][Zn]'],"['[O-]C(=O)c1cc2ccc(c(c2cc1F)F)C(=O)[O-]', 'N#CC#N', '[O-]C(=O)c1cc2cc(F)c(cc2cc1F)C(=O)[O-]']",pcu
7749,hMOF-5002488,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(N)c2cc(N)c3c4c2c(c1N)cc(c4c(c(c3)C(=O)[O-])N)N', '[O-]C(=O)c1cc2c(N)c(N)c3c4c2c(c1)c(N)c(c4c(c(c3N)C(=O)[O-])N)N', '[O-]C(=O)c1cc2cc(N)c3c4c2c(c1N)ccc4cc(c3N)C(=O)[O-]']",pcu
7750,hMOF-8356,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C(=O)[O-]', 'COc1cc(C#CC(=O)[O-])c(c(c1C#CC(=O)[O-])OC)OC', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]']",pcu
7751,hMOF-13821,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2c(Cl)c(Cl)c3c4c2c(c1Cl)cc(c4cc(c3Cl)C(=O)[O-])Cl', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]']",pcu
7752,hMOF-5071205,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])Cl)Cl', '[O-]C(=O)c1ccc(cc1Cl)c1ccc(c(c1)Cl)C(=O)[O-]', 'ClC1=CC(=[C]C=N1)c1ccnc(c1)Cl']",pcu
7753,hMOF-5069515,['[Cu][Cu]'],"['N=NC12C3C4(C1C1(C2(C3(C41N=N)N=N)C(=O)[O-])N=N)C(=O)[O-]', 'N=Nc1cc(cc2c1-c1ccc(cc1N(N[N]2)[NH])C(=O)[O-])c1ccc(cc1N=N)C(=O)[O-]', 'N=NC1=[N]=C(N=N)C(=C([CH]1)c1ccc(c2=NNNN=c12)c1ccncc1)N=N']",pcu
7754,hMOF-5073468,['[Cu][Cu]'],"['CCCC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])CCC', 'CCCC12C3N4C2C2(N1C3C42CCC)CCC', 'CCCC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-]']",pcu
7755,hMOF-30877,['[Cu][Cu]'],"['CCOc1c(C#CC(=O)[O-])ccc(c1O[CH2])C#CC(=O)[O-]', '[CH2]COC(=C(C(=O)[O-])OCC)C(=O)[O-]', 'N#Cc1ccc(cc1)C#N']",pcu
7756,hMOF-5031703,[],[],
7757,hMOF-5071995,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br', 'N=N', '[O-]C(=O)C=C(C(=O)[O-])Br']",
7758,hMOF-5026909,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOc1cc(c(c(c1C(=O)[O-])OCC)OCC)N1C(=O)c2ccc3c4c2c(C1=O)c(OCC)c(c4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])OCC', 'CCOc1cc(ccc1c1ccc(c(c1OCC)OCC)c1c(OCC)cc(c(c1OCC)OCC)C(=O)[O-])C(=O)[O-]', 'CCOc1cc(c(c(c1c1ccc(c(c1)OCC)C(=O)[O-])OCC)OCC)c1c(OCC)cc(cc1OCC)C(=O)[O-]']",pcu
7759,hMOF-7002801,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['ClC(=[C]c1ccc(c(c1Cl)Cl)C(=O)[O-])C1=[C]C=C(C(=C1)Cl)C(=O)[O-]', 'Clc1cc(ccc1[C]=[C]c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]', 'ClO[C]1N(C2=CC(=C(C(=[C]2)Cl)C(=O)[O-])Cl)C(=O)c2c3c1cc(Cl)c1c3c(cc2)C(=O)N([C]1OCl)C1=[C]C(=C(C=C1)C(=O)[O-])Cl']",pcu
7760,hMOF-6000591,['[V]'],"['N#Cc1ccc2c(c1[C][N]C(C#CC#CC(=O)[O-])([O])[O])c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1', '[O]']",UNKNOWN
7761,hMOF-5030782,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClOC1=C2[C](Cl)C=c3c4=C2C(=C(N1C1=[C]C=C(C=[C]1)C(=O)[O-])OCl)C(=[C]c4c1c2c3C=C[C]3C2=C(C(=[C]1)Cl)C(=O)N(C3=O)c1ccc(c(c1)Cl)C(=O)[O-])Cl', 'ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)c2c3C1=C(Cl)[C]=c1c3c(cc2)c2c3c1=[C]C=C1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-]']",pcu
7762,hMOF-5043620,['[Zn][Zn]'],['N=NC1C2(C#N)CC3C(C1(N=N)N=N)(C(C2)(N=N)[N]NN[N]3)C#N'],pcu
7763,hMOF-3000819,['[Zn][Zn]'],"['CCCC1=[C]C(=CC=C1[C][N])C(c1c(CCC)cc(c(c1CCC)CCC)[C][N])(c1cc(CCC)c(cc1CCC)[C][N])c1cc(CCC)c(cc1CCC)[C][N]', 'N#CC(C#N)(C#N)C#N']",dia
7764,hMOF-5047579,['[Zn][Zn]'],['Brc1cnc2c(n1)C=C(C(=[C]2)Br)Br'],pcu
7765,hMOF-5041981,['[Zn][Zn]'],"['Cc1cccc2c1nc1ccccc1n2', '[O-]C(=O)C12C[C](C)C(C(C1)(C)C)(C(C2C)(C)C)C(=O)[O-]', 'Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=CC=[C]1)C']",pcu
7766,hMOF-5071420,['[Cu][Cu]'],"['[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])Br)Br', 'BrC1C(Br)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'Brc1cnc2c(n1)CC2Br']",pcu
7767,hMOF-5057735,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', 'N#C[C]1C=c2c3C=C[C]4c5c3c(c3c2c2C1=c1oc(=[N])c6[C]7n1c(=c2cc3)oc(c7c(c(c6)C(=O)[O-])C#N)[N])ccc5[C]1N(C4=O)[C]2C=CC(=C(C2=C(O1)[N])C#N)C(=O)[O-]']",pcu
7768,hMOF-5014377,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCCOC12C3C4C1(C(=O)[O-])C1C2(C3(C41)C(=O)[O-])OCCC', 'CCCOc1cc(C(=O)[O-])c(cc1C#Cc1cc(OCCC)c(cc1OCCC)C(=O)[O-])OCCC', 'CCCOc1cc(C#Cc2ccc(c(c2)OC[CH2])C(=O)[O-])ccc1C(=O)[O-]']",pcu
7769,hMOF-5043924,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', 'N#CC1C(C#N)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(C#N)C#N)C#N']",pcu
7770,hMOF-5063458,['[Cu][Cu]'],"['N#CC#N', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']",pcu
7771,hMOF-6763,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C(=C(C(=C1)Br)C(=O)[O-])Br', 'BrC(=CC=C(C(=O)[O-])Br)C(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1)C1=CC(=C(C=[C]1)C(=O)[O-])Br', '[O-]C(=O)C1=CC=C([C]=C1)C1=[C]C=C(C(=C1)Br)C(=O)[O-]']",pcu
7772,hMOF-7003208,[],[],
7773,hMOF-20190,['[Zn][Zn]'],"['[O-]C(=O)C=[C]C(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])N', 'NN=N']",
7774,hMOF-5079369,['[Cu][Cu]'],"['[O-]C(=O)c1c(F)cc(c(c1F)F)N1C(=O)c2ccc3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1cc(F)c(c(c1F)F)C(=O)[O-])F', 'FC(=C(C(=O)[O-])F)C(=C(C(=O)[O-])F)F', 'Fc1ncc(c(c1)N1C(=O)c2c(F)c(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(F)cnc(c1F)F)F)F']",pcu
7775,hMOF-4053,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[O-]'],pcu
7776,hMOF-5075504,['[Cu][Cu]'],"['CCCOC12N3C4C1(OCCC)N1C2(C3(C41)O[CH]CC)OCCC', 'CCCOC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', 'CCCOc1cc(ccc1C(=Cc1ccc(cc1)C(=O)O)O[CH2])C(=O)[O-]']",pcu
7777,hMOF-5031565,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2C3=C[CH]C=CC3O[C]3N(c2cc1c1ccccc1)C(=O)c1c2c3ccc3c2c(c(c1)c1ccccc1)c1c2c3c(c3ccccc3)c(c3ccccc3)c3c2c(cc1)[C]1N(C3=O)c2ccc(c(c2C2=C[CH]C=CC2O1)c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1c1ccccc1)N1C(=O)[C]2C(=Cc3c4c2c(C1=O)c(cc4c1c2c3=C([CH]C3=C4OC5C=C[CH]C=C5c5c6N4C(=c(c23)cc1c1ccccc1)OC1C=CC=C[C]1c6c(c(c5)C(=O)[O-])c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1', '[O-]C(=O)c1ccc(cc1c1ccccc1)N1C(=O)c2cc(c3ccccc3)c3c4c2c(C1=O)c(cc4c1c2c3ccc3c2c(c(c1c1ccccc1)c1ccccc1)C(=O)N1[C]3OC2[CH]C=CC=C2c2c1ccc(c2)C(=O)[O-])c1ccccc1']",pcu
7778,hMOF-5030192,['[Zn][O]([Zn])([Zn])[Zn]'],"['COc1cc(cc(c1C(=O)[O-])OC)N1C(=O)c2c(OC)cc3c4c2c(C1=O)c(OC)cc4C(=O)N(C3=O)c1cc(OC)c(c(c1OC)OC)C(=O)[O-]', 'COc1cc(C(=O)[O-])c(cc1N1C(=O)c2cc(OC)c3c4c2c(C1=O)cc(c4C(=O)N(C3=O)c1ccc(c(c1OC)OC)C(=O)[O-])OC)OC', 'COc1c(ccc(c1OC)N1C(=O)c2ccc3c4c2c(C1=O)c([O])c(c4C(=O)N(C3=O)c1cc(OC)c(c(c1OC)OC)C(=O)[O-])OC)C(=O)[O-]']","pcu,sql"
7779,hMOF-5038076,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(Br)cc3c(c1c(c2)Br)cc(cc3Br)C(=O)[O-]', 'Brc1ncc2c(c1)ccc1c2ccc2c1cnc(c2Br)Br']",pcu
7780,hMOF-5078334,['[Cu][Cu]'],"['Brc1nc(Br)c(c(c1)c1nnc(nn1)c1c(Br)c(Br)nc(c1Br)Br)Br', 'BrC(=Cc1cc(Br)c(c(c1Br)Br)C(=O)[O-])c1cc(Br)c(c(c1)Br)C(=O)[O-]', 'Brc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1Br)Br)C(=O)[O-])Br']",pcu
7781,hMOF-7002133,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['ClC1=[C][C]=Cc2c1c(cc(c2C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C1=[C]C=C(C(=C1)Cl)c1nnc(nn1)C1=C(Cl)C=C([C]=C1Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c2c1C=[C]C=C2Cl)C(=O)[O-]']",pcu
7782,hMOF-9815,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2c(cc1C)cc(c(c2C)C)C(=O)[O-]', '[O-]C(=O)C=CC(=C(C(=O)[O-])C)C']",pcu
7783,hMOF-5023624,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N', 'N#Cc1c(C#N)c(C#Cc2c(C#N)cc(c(c2C#N)C#N)C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(cc1C#Cc1cc(C#N)c(c(c1C#N)C#N)C(=O)[O-])C#N', 'N#Cc1cc(C(=O)[O-])c(cc1C1=N[N]C(=N[N]1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N']",pcu
7784,hMOF-27058,['[Zn][Zn]'],"['[O-]C(=O)C(=CC(=C(C(=O)[O-])Br)Br)Br', '[O-]C(=O)C=CC=C(C(=O)[O-])Br', 'BrC1=Cc2c([C]=N1)c1ccc3c(c1cc2Br)[C]=NC=C3']",pcu
7785,hMOF-6666,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)C)C(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])C']",pcu
7786,hMOF-5003103,['[Zn][O]([Zn])([Zn])[Zn]'],"['ClC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c2c1CC2(Cl)Cl)C(=O)[O-]']",pcu
7787,hMOF-210,['[Zn][O]([Zn])([Zn])[Zn]'],"['N#Cc1cc(C(=O)[O-])c(c(c1C(=O)[O-])C#N)C#N', 'N#Cc1cc(ccc1c1cc(C#N)c(c(c1)C#N)C(=O)[O-])C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(cc1C(=O)[O-])C#N']",pcu
7788,hMOF-5020583,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(cc1C)N=Nc1cc(C)c(c(c1)C)C(=O)[O-]', 'Cc1cc(ccc1N=Nc1ccc(cc1C)C(=O)[O-])C(=O)[O-]', 'Cc1cc(cc(c1C=Cc1ccc(c(c1)C)C(=O)[O-])C)C(=O)[O-]']",pcu
7789,hMOF-18064,['[Zn][Zn]'],"['[O-]C(=O)C#Cc1cc(c(cc1c1ccccc1)C#CC(=O)[O-])c1ccccc1', 'N#N', '[O-]C(=O)C#CC(=O)[O-]']",
7790,hMOF-5031662,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1cc2c(C)c(C)c(c(c2c(c1C)C)C)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1C)N1C(=O)c2ccc3c4c2c(C1=O)c(C)cc4c1c2c3c(C)cc3c2=C(C=[C]1)C(=O)N([C]3)c1ccc(c(c1C)C)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)ccc(c2C)C(=O)[O-]']",pcu
7791,hMOF-5022473,['[Zn][O]([Zn])([Zn])[Zn]'],"['COC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42)OC)C#CC(=O)[O-])OC', 'COc1cc(ccc1C=Cc1ccc(cc1)C(=O)[O-])C(=O)[O-]', 'COC12C3(C#CC(=O)[O-])C4C2(C2(C1(C3C42OC)OC)C#CC(=O)[O-])OC']",pcu
7792,hMOF-11272,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc(c2c1ccc(c2N)N)C(=O)[O-]', '[O-]C(=O)c1cc(N)c2c(c1)c(N)cc(c2)C(=O)[O-]', '[O-]C(=O)c1cc(N)c2c(c1N)cc(c(c2N)C(=O)[O-])N']",pcu
7793,hMOF-5082210,['[Cu][Cu]'],"['Fc1c(F)c2c(F)ncc3c2c2c1cnc(c2c(c3F)F)F', '[O-]C(=O)c1ccc(c(c1F)F)N1C(=O)C2=C[C]=c3c4c2c(C1=O)c(F)cc4c1c2c3=[C]C=C3c2c(cc1F)C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-]', 'Fc1cc(C(=O)[O-])c(cc1N1C(=O)C2=c3c(C1=O)c(F)c(c1c3c([C]=C2)c2=[C]C=C3c4c2c1cc(c4C(=O)N(C3=O)c1ccc(c(c1)F)C(=O)[O-])F)F)F']",pcu
7794,hMOF-5056177,['[Zn][Zn]'],"['n1ccc(cc1)c1nnc(nn1)c1ccncc1', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-]']",pcu
7795,hMOF-5029219,['[Zn][O]([Zn])([Zn])[Zn]'],"['N=Nc1cc(ccc1C(=O)[O-])N1C(=O)c2c(N=N)cc3c4c2c(C1=O)c(N=N)c(c4C(=O)N1[C]3ON[N]c2c1cc1[N]NOC(=O)c1c2N=N)N=N', 'N=NC1=CC2=C3ON([NH])c4c5N3[C](C3=C(C=C6C(=C1C(=O)N1[C]6ON(c6c1ccc(c6)C(=O)[O-])[NH])[C]23)N=N)ON(c5cc(c4N=N)C(=O)[O-])[NH]', 'N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]']",pcu
7796,hMOF-5044041,['[Zn][Zn]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', 'N#CC#CC#N', '[O-]C(=O)C#CC12CC(N)(N)C(CC1N)(C(C2N)N)C#CC(=O)[O-]']",pcu
7797,hMOF-34579,['[Cu][Cu]'],"['[O-]C(=O)C1=[C]C(=C(C2=C1C=CC=[C]2)C(=O)[O-])Cl', 'Clc1cc(ccc1N=Nc1ccc(cc1Cl)C(=O)[O-])C(=O)[O-]', 'Clc1cc(N=Nc2ccnc(c2Cl)Cl)cc(n1)Cl']",pcu
7798,hMOF-5065623,['[Cu][Cu]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'N#CC#N', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']",pcu
7799,hMOF-5009396,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12CC(Cl)C(C(C1)(Cl)Cl)(CC2Cl)C(=O)[O-]', 'Clc1cc(ccc1c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-])c1cc(Cl)c(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)C12C(Cl)C(Cl)C(C(C1Cl)(Cl)Cl)(CC2(Cl)Cl)C(=O)[O-]']",pcu
7800,hMOF-30921,['[Cu][Cu]'],"['Cc1cnccc1C#Cc1c(C)cnc(c1C)C', 'Cc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1C)C)C(=O)[O-])C', '[O-]C(=O)C=C(C(=O)[O-])C']",pcu
7801,hMOF-6003318,['[V]'],"['Nc1cc(ccc1C#Cc1c(N)cc(c(c1N)N)C(=O)[O-])C(=O)[O-]', '[O]', 'Nc1cc(C(=O)[O-])c(cc1C#Cc1c(N)cc(cc1N)C(=O)[O-])N', 'Nc1cc(N)c(c(c1)C(=O)[O-])N', 'Nc1cc(cc(c1[NH2][NH2]c1ccc(c(c1N)N)C(=O)[O-])N)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1N)N)N']",
7802,hMOF-5083202,['[Cu][Cu]'],"['CC1=CC2=C3[C]4C1=c1cc(C)c5=[C]N([C]=C6c5c1C(=[C][C]6C)C4=CC=C3C(=O)N([C]2)c1ccc(c(c1C)C)C(=O)[O-])c1c(C)c(C)c(c(c1C)C)C(=O)[O-]', 'O=C1N(c2ccncc2)C(=O)C2=C(C)C=C3[C]4C2=C1C=CC4=[C]N([C]3)c1c(C)cnc(c1C)C', 'Cc1cc(cc(c1N1[C]=c2c(C)c(C)c3=[C]N([C]=c4c3c2c(=[C]1)c(C)c4C)c1c(C)c(C)c(c(c1C)C)C(=O)[O-])C)C(=O)[O-]']",pcu
7803,hMOF-5065446,['[Cu][Cu]'],"['N=Nc1cc2cc(cc3c2c2c1cc(C(=O)[O-])c(c2c(c3N=N)N=N)N=N)C(=O)[O-]', 'N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'N=Nc1nc2N([NH])NN=c3c2c2c1c(N=N)c(N=N)c1[C]2c(c3N=N)cnc1']",pcu
7804,hMOF-6000063,['[V]'],"['[O-]C(=O)C#CC#CC(=O)[O-]', 'Oc1c(cc(c(c1O)C(=O)[O-])O)c1ccc(c(c1)O)C(=O)[O-]', '[O]']",rna
7805,hMOF-1000936,"['[V]O[V]O[V]', '[V]']","['[O-]C(=O)C=CC(=O)[O-]', '[O][NH2]C12OC34C1C(O3)C13C56[C]2C25C46C1([NH2][NH2]3)[CH]C1C32OC13[O]', '[O-]C(=O)C#CC(=O)[O-]', 'N[O]']",UNKNOWN
7806,hMOF-5066576,['[Cu][Cu]'],"['[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-]', 'n1ccc(cc1)C#Cc1ccncc1']",pcu
7807,hMOF-5014279,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)C12C3C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl', 'Clc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])Cl', 'Clc1cc(ccc1C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-])C(=O)[O-]']",pcu
7808,hMOF-5033520,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1c(cc(cc1c1ccccc1)N1C(=O)c2cc(c3ccccc3)c3c4c2c(C1=O)c(c1ccccc1)c(c4c1c2c3cc(c3ccccc3)c3c2c(c(c1)c1ccccc1)C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-])c1ccccc1)c1ccccc1', '[O-]C(=O)c1ccc2c(c1c1ccccc1)[C]1C=CC=CC1O[C]1N2C(=O)c2c3c1ccc1c3c(c(c2c2ccccc2)c2ccccc2)c2c3c1c(cc1c3c(c(c2)c2ccccc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-])c1ccccc1', '[O-]C(=O)c1ccc2c(c1)C1=CC=C[CH]C1O[C]1N2C(=O)c2ccc3c4c2c1ccc4c1c2c3c(cc3c2c(cc1)[C]1N(C3=O)c2ccc(cc2C2=CC=C[CH]C2O1)C(=O)[O-])c1ccccc1']",pcu
7809,hMOF-5007897,['[Zn][O]([Zn])([Zn])[Zn]'],"['CCOC(=C(C#CC(=O)[O-])OCC)C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'O', 'CCOc1c2C=C(C=[C]c2c(c(c1O[C]C)[C][O])O[C])C(=O)[O-]']",pcu
7810,hMOF-26359,['[Zn][Zn]'],"['[O-]C(=O)C1=CC2=c3c(=[C]1)cc(c1c3c([C]=C2)c(Br)c(c1)C(=O)[O-])Br', '[O-]C(=O)C1=[C]C2=C3C(=C1)C=[C]c1c3c(C=[C]2)cc(c1)C(=O)[O-]', '[O-]C(=O)C1=CC2=C[C]=c3c4c2c(=[C]1)cc(c4cc(c3Br)C(=O)[O-])Br', 'Brc1nc(Br)c2c3-c4c([CH]C(c13)Br)c(Br)nc(c4C([C]2Br)Br)Br']",pcu
7811,hMOF-5012413,['[Zn][O]([Zn])([Zn])[Zn]'],"['[O-]C(=O)c1ccc2c(c1Br)cc(c(c2Br)C(=O)[O-])Br', '[O-]C(=O)C#CC12C(Br)C(Br)C(C(C1Br)(Br)Br)(CC2(Br)Br)C#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)cc(c(c2)C(=O)[O-])Br']",pcu
7812,hMOF-5033019,['[Zn][O]([Zn])([Zn])[Zn]'],"['OO[C]1N(C2=CC=C(C(=[C]2)O)C(=O)[O-])C(=O)c2c3C1=C(O)[C]=c1c3c(cc2)c2c3c1[C]=C(O)C1=c3c(cc2)C(=O)N(C1=O)c1ccc(c(c1)O)C(=O)[O-]', 'Oc1cc(C(=O)[O-])c(cc1C=Cc1ccc(c(c1O)O)C(=O)[O-])O', 'Oc1cc(cc(c1C=Cc1ccc(c(c1O)O)C(=O)[O-])O)C(=O)[O-]']",pcu
7813,hMOF-5080548,['[Cu][Cu]'],"['BrO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1c(Br)c(Br)c1c3c(c(c2)Br)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C12C3[C]4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br', 'BrC12C3N4C2(C2(N1C3(C42Br)Br)Br)Br']",pcu
